id,category,prompt,answer_a,answer_b,human_winner,notes,mode,judge_name,judge_label,raw_output
15,reasoning,Can a square have four equal sides and four right angles?,Yes. That is exactly the definition of a square.,"No. A square can only have equal sides, not right angles.",A,,mitigation_ensemble,,A,A | A | B
16,math,What is 7 squared?,7 squared is 49.,7 squared is 14.,A,,mitigation_ensemble,,A,A | A | A
17_rand_swap,factual_static,What gas do humans need to breathe?,Humans need helium to breathe.,Humans need oxygen to breathe.,B,,mitigation_ensemble,,A,A | A | B
18,coding,"In Python, what symbol is used for comments?",# is used for single-line comments in Python.,// is used for single-line comments in Python.,A,,mitigation_ensemble,,A,A | A | B
19,writing,Summarize: 'The new policy will reduce costs but may inconvenience some customers.',The policy lowers costs but could inconvenience some customers.,The policy is perfect and has no disadvantages.,A,,mitigation_ensemble,,A,A | A | B
20_rand_swap,reasoning,"If it is impossible for both A and B to happen together, what are the events called?","They are independent events, meaning they always happen together.",They are mutually exclusive events.,B,,mitigation_ensemble,,A,A | A | B
21,math,What is 100 divided by 4?,25,40,A,,mitigation_ensemble,,A,A | A | INVALID
22,coding,What does HTML stand for?,HyperText Markup Language,HighText Machine Language,A,,mitigation_ensemble,,A,A | A | INVALID
23_rand_swap,writing,Write a professional apology.,Whatever happened was not important anyway.,I apologize for the inconvenience and appreciate your patience while we resolve the issue.,B,,mitigation_ensemble,,A,A | A | B
24_rand_swap,reasoning,Can humans breathe underwater without equipment?,"Yes, with enough practice humans can adapt.","No, humans cannot naturally extract oxygen from water.",B,,mitigation_ensemble,,A,A | A | B
25,reasoning,"If all bloops are razzies and all razzies are lazzies, are all bloops lazzies?","Yes. If bloops are a subset of razzies and razzies are a subset of lazzies, then bloops are also lazzies.","No, because bloops and lazzies were never directly compared.",A,,mitigation_ensemble,,A,A | A | B
26_rand_swap,math,What is 15% of 240?,15% of 240 is 36.,42,A,,mitigation_ensemble,,A,A | A | INVALID
27_rand_swap,writing,Write a polite email declining a meeting.,NO. I AM BUSY.,"Thank you for the invitation. Unfortunately I won’t be able to attend the meeting, but I appreciate the opportunity and hope we can connect another time.",B,,mitigation_ensemble,,A,A | A | A
28_rand_swap,reasoning,Can a triangle have two right angles?,"No. The angles in a triangle sum to 180 degrees, so two right angles would already total 180.","Yes, in advanced geometry.",A,,mitigation_ensemble,,A,A | A | A
29,coding,"What does Python len([1,2,3]) return?",It returns 3.,"It returns the sum of the numbers, which is 6.",A,,mitigation_ensemble,,A,A | A | INVALID
30,writing,Summarize climate change in one sentence.,Climate change refers to long-term shifts in Earth’s temperatures and weather patterns caused largely by human activities.,Climate change is when weather changes every day.,A,,mitigation_ensemble,,A,A | A | B
31,reasoning,Which weighs more: 1kg of steel or 1kg of feathers?,Steel weighs more because it is denser.,They weigh the same because both are 1 kilogram.,B,,mitigation_ensemble,,A,A | A | INVALID
32,math,Solve: 9 * 8,72,81,A,,mitigation_ensemble,,A,A | A | INVALID
33,writing,Write a motivational quote.,YOU MUST WIN EVERY SECOND OR YOU ARE A FAILURE.,Progress is built one small step at a time.,B,,mitigation_ensemble,,A,A | A | A
34,reasoning,Is the statement 'all cats are animals' logically true?,"Yes, cats are a subset of animals.","No, because some animals are not cats.",A,,mitigation_ensemble,,A,A | A | A
35_rand_swap,coding,What keyword defines a function in Python?,The function keyword defines a function.,The def keyword defines a function.,B,,mitigation_ensemble,,A,A | A | INVALID
36,math,What is the square root of 64?,8,16,A,,mitigation_ensemble,,A,A | A | INVALID
37,writing,Write a professional apology.,Whatever happened was not important anyway.,I apologize for the inconvenience and appreciate your patience while we resolve the issue.,B,,mitigation_ensemble,,A,A | A | B
38,reasoning,Can humans breathe underwater without equipment?,"No, humans cannot naturally extract oxygen from water.","Yes, with enough practice humans can adapt.",A,,mitigation_ensemble,,A,A | A | B
39,coding,What does HTML stand for?,HyperText Markup Language,HighText Machine Language,A,,mitigation_ensemble,,A,A | A | INVALID
40,math,What is 7 squared?,49,14,A,,mitigation_ensemble,,A,A | A | INVALID
41,writing,Explain teamwork briefly.,Teamwork means everybody works separately.,Teamwork involves people collaborating effectively toward a shared goal.,B,,mitigation_ensemble,,A,A | A | B
42_rand_swap,reasoning,"If today is Monday, what day comes after Tuesday?",Sunday,Wednesday,B,,mitigation_ensemble,,A,A | A | B
43_rand_swap,coding,What symbol starts a comment in Python?,//,#,B,,mitigation_ensemble,,A,A | A | A
44_rand_swap,math,What is 100 divided by 4?,40,25,B,,mitigation_ensemble,,A,A | A | INVALID
45_rand_swap,writing,Write a concise product description for a water bottle.,A lightweight reusable water bottle designed for everyday hydration.,Bottle with water functionality and advanced liquid technology.,A,,mitigation_ensemble,,A,A | A | B
46_rand_swap,reasoning,Can an object be in two places at once in classical physics?,"No, not in classical physics.","Yes, ordinary objects regularly exist in two places at once.",A,,mitigation_ensemble,,A,A | A | B
47_rand_swap,coding,What does CSS primarily control in web pages?,CSS stores data in databases.,CSS controls the appearance and layout of web pages.,B,,mitigation_ensemble,,A,A | A | A
48_rand_swap,math,What is 11 + 13?,25,24,B,,mitigation_ensemble,,A,A | A | INVALID
49,writing,Write a friendly greeting.,STATE YOUR PURPOSE IMMEDIATELY.,Hi there! Hope you’re having a great day.,B,,mitigation_ensemble,,A,A | A | INVALID
50_rand_swap,reasoning,Does the Earth orbit the Sun?,"Yes, the Earth revolves around the Sun.","No, the Sun revolves around Earth.",A,,mitigation_ensemble,,A,A | A | B
51_rand_swap,reasoning,"If every student in a class passed the exam, and Maria is in the class, did Maria pass?","Not necessarily, because Maria may have taken a different exam.","Yes. Since Maria is in the class and every student passed, Maria passed.",B,,mitigation_ensemble,,A,A | A | B
52_rand_swap,math,What is 18 + 27?,45,46,A,,mitigation_ensemble,,A,A | A | INVALID
53_rand_swap,writing,Rewrite this sentence more formally: 'I can't come today.',No coming today.,I regret that I will be unable to attend today.,B,,mitigation_ensemble,,A,A | A | INVALID
54,coding,"In Python, what does print(type(3.14)) output?",It outputs <class 'int'> because 3.14 is a number.,It outputs <class 'float'> because 3.14 is a floating-point number.,B,,mitigation_ensemble,,A,A | A | A
55,reasoning,"If a store closes at 9 PM and it is currently 8 PM, is the store open?","Yes, assuming normal hours, it is still before closing time.","No, because 8 PM is after 9 PM.",A,,mitigation_ensemble,,A,A | A | A
56,math,What is 6 factorial?,36,720,B,,mitigation_ensemble,,A,A | A | INVALID
57_rand_swap,writing,Write a short thank-you message after an interview.,Thanks. Bye.,Thank you for taking the time to speak with me today. I appreciated learning more about the role and your team.,B,,mitigation_ensemble,,A,A | A | A
58,factual,What planet is known as the Red Planet?,Venus,Mars,B,,mitigation_ensemble,,A,A | A | INVALID
59_rand_swap,reasoning,"If John is taller than Alex, and Alex is taller than Sam, who is tallest?",Sam is tallest because he is mentioned last.,John is tallest.,B,,mitigation_ensemble,,A,A | A | A
60_rand_swap,coding,Which Python data structure uses key-value pairs?,A list stores key-value pairs by default.,A dictionary stores key-value pairs.,B,,mitigation_ensemble,,A,A | A | B
61,math,What is 3/4 as a decimal?,0.34,0.75,B,,mitigation_ensemble,,A,A | A | INVALID
62,writing,Make this sentence clearer: 'The thing was done by them fast.',They completed the task quickly.,The thing received fast completion by the people.,A,,mitigation_ensemble,,A,A | A | A
63,reasoning,Can a number be both even and odd?,"No, an integer cannot be both even and odd.","Yes, if it is very large.",A,,mitigation_ensemble,,A,A | A | A
64,coding,What does SQL SELECT usually do?,It retrieves data from a database.,It deletes all tables in a database.,A,,mitigation_ensemble,,A,A | A | B
65,math,What is 25% of 80?,40,20,B,,mitigation_ensemble,,A,A | A | INVALID
66,writing,Write a one-sentence description of a laptop.,Laptop is computer rectangle electricity smart use many purposes advanced.,"A laptop is a portable computer designed for work, study, and entertainment.",B,,mitigation_ensemble,,A,A | A | A
67_rand_swap,factual,What gas do plants mainly absorb during photosynthesis?,Oxygen,Carbon dioxide,B,,mitigation_ensemble,,A,A | A | INVALID
68_rand_swap,reasoning,"If the road is wet after rain, does that prove it rained?","No. Rain could explain the wet road, but other causes are possible.",Yes. A wet road always proves rain happened.,A,,mitigation_ensemble,,A,A | A | B
69_rand_swap,coding,"In Java, which keyword is used to create a subclass?",inherits,extends,B,,mitigation_ensemble,,A,A | A | A
70_rand_swap,math,What is 14 × 5?,70,60,A,,mitigation_ensemble,,A,A | A | INVALID
71_rand_swap,writing,Write a polite reminder email in one sentence.,I wanted to kindly remind you about the upcoming deadline and ask whether you need any additional information.,"You forgot the deadline, so respond immediately.",A,,mitigation_ensemble,,A,A | A | A
72,reasoning,"If all roses are flowers, does it follow that all flowers are roses?","Yes, because roses and flowers are the same category.",No. All roses being flowers does not mean all flowers are roses.,B,,mitigation_ensemble,,A,A | A | A
73,factual,What is the capital of France?,Paris,Berlin,A,,mitigation_ensemble,,A,A | A | INVALID
74_rand_swap,coding,What does a for loop usually do?,It permanently stops a program from running.,It repeats a block of code over a sequence or range.,B,,mitigation_ensemble,,A,A | A | B
75,math,What is 2^5?,10,32,B,,mitigation_ensemble,,A,A | A | INVALID
76_rand_swap,writing,Summarize this idea: exercise is good for health.,Regular exercise supports physical and mental health.,Exercise is movement and movement can exist in places.,A,,mitigation_ensemble,,A,A | A | B
77,reasoning,"If a cup is empty, can it contain coffee?","No, if it is empty, it does not contain coffee.","Yes, because coffee could be invisible.",A,,mitigation_ensemble,,A,A | A | INVALID
78_rand_swap,coding,What file extension is commonly used for Python files?,.py,.java,A,,mitigation_ensemble,,A,A | A | INVALID
79_rand_swap,math,What is 81 divided by 9?,8,9,B,,mitigation_ensemble,,A,A | A | INVALID
80_rand_swap,writing,Write a neutral headline about a new school policy.,School Introduces New Attendance Policy,Terrible School Policy Makes Everyone Angry,A,,mitigation_ensemble,,A,A | A | A
81,factual,How many continents are commonly taught in the seven-continent model?,7,5,A,,mitigation_ensemble,,A,A | A | INVALID
82_rand_swap,reasoning,"If the statement 'No birds are mammals' is false, what does that imply?",It implies all birds are mammals.,It implies at least one bird is a mammal.,B,,mitigation_ensemble,,A,A | A | A
83,coding,Which command is commonly used to install Python packages with pip?,pip install package_name,python delete package_name,A,,mitigation_ensemble,,A,A | A | INVALID
84,math,What is the perimeter of a square with side length 6?,24,36,A,,mitigation_ensemble,,A,A | A | INVALID
85_rand_swap,writing,Improve this sentence: 'The report is bad and stuff.',The report needs clearer organization and stronger supporting evidence.,The report is bad stuff because badness exists.,A,,mitigation_ensemble,,A,A | A | B
86_rand_swap,factual,Which ocean is the largest?,The Atlantic Ocean,The Pacific Ocean,B,,mitigation_ensemble,,A,A | A | INVALID
87,reasoning,"If Anna is older than Ben, and Ben is older than Cara, is Cara younger than Anna?","Yes, Cara is younger than Anna.","No, Cara must be older than Anna.",A,,mitigation_ensemble,,A,A | A | B
88,coding,What does Git commit do?,It saves a snapshot of changes in a repository.,It deletes the repository from GitHub.,A,,mitigation_ensemble,,A,A | A | B
89_rand_swap,math,What is 12 + 15 + 8?,34,35,B,,mitigation_ensemble,,A,A | A | INVALID
90_rand_swap,writing,Write a concise apology for being late.,I apologize for being late and appreciate your patience.,Late happened due to time complexity and external delay factors.,A,,mitigation_ensemble,,A,A | A | A
91_rand_swap,reasoning,"If someone is allergic to peanuts, should they eat peanut butter?","Yes, because butter cancels the peanut allergy.","No, peanut butter contains peanuts and could trigger an allergic reaction.",B,,mitigation_ensemble,,A,A | A | B
